var1,var2,value
build_near_build,build_p_otherpaved_200,-0.1274635106285274
build_p_otherpaved_200,build_near_build,-0.1274635106285274
build_p_grass_100,build_Mean_elev_100m,-0.1274734230067143
build_Mean_elev_100m,build_p_grass_100,-0.1274734230067143
build_p_otherpaved_100,build_p_shrub_200,-0.12761373854331004
build_p_shrub_200,build_p_otherpaved_100,-0.12761373854331004
build_min_dist_tree,build_p_grass_100,-0.12870000245199387
build_p_grass_100,build_min_dist_tree,-0.12870000245199387
build_p_road_100,build_p_tree_10,-0.13043268744232953
build_p_tree_10,build_p_road_100,-0.13043268744232953
parcel_year_built,parcel_Can_P,-0.1306286980015465
parcel_Can_P,parcel_year_built,-0.1306286980015465
build_p_otherpaved_100,build_p_shrub_100,-0.131047930095099
build_p_shrub_100,build_p_otherpaved_100,-0.131047930095099
build_area,parcel_Can_P,-0.13149350373750956
parcel_Can_P,build_area,-0.13149350373750956
build_near_build,build_min_dist_shrub,-0.13192476808055695
build_min_dist_shrub,build_near_build,-0.13192476808055695
damage_binary,build_p_otherpaved_100,-0.1321638333823099
build_p_otherpaved_100,damage_binary,-0.1321638333823099
build_has_tree_overhang,build_p_otherpaved_200,-0.13223620665444027
build_p_otherpaved_200,build_has_tree_overhang,-0.13223620665444027
build_near_dest,build_p_soil_200,-0.1323635115486917
build_p_soil_200,build_near_dest,-0.1323635115486917
build_p_grass_200,build_Mean_distroad,-0.1331584142151939
build_Mean_distroad,build_p_grass_200,-0.1331584142151939
damage_severity,build_p_otherpaved_100,-0.13369981293462851
build_p_otherpaved_100,damage_severity,-0.13369981293462851
parcel_year_built,build_p_tree_200,-0.13379491694725082
build_p_tree_200,parcel_year_built,-0.13379491694725082
parcel_Can_P,build_p_soil_100,-0.13416727014514718
build_p_soil_100,parcel_Can_P,-0.13416727014514718
parcel_Paved_P,build_p_shrub_100,-0.13437516455160964
build_p_shrub_100,parcel_Paved_P,-0.13437516455160964
build_p_road_300,build_p_tree_10,-0.1350990396740048
build_p_tree_10,build_p_road_300,-0.1350990396740048
build_area,build_p_tree_300,-0.135710373079308
build_p_tree_300,build_area,-0.135710373079308
parcel_area,build_Mean_builddens,-0.13595070266942172
build_Mean_builddens,parcel_area,-0.13595070266942172
parcel_year_built,build_p_tree_300,-0.1361689267527025
build_p_tree_300,parcel_year_built,-0.1361689267527025
build_perc_overhang,build_p_building_100,-0.13643510898411446
build_p_building_100,build_perc_overhang,-0.13643510898411446
build_min_dist_tree,build_p_grass_10,-0.13684203409291726
build_p_grass_10,build_min_dist_tree,-0.13684203409291726
build_p_grass_100,parcel_area,-0.13731090321221923
parcel_area,build_p_grass_100,-0.13731090321221923
build_p_soil_300,build_p_tree_10,-0.13744248771041542
build_p_tree_10,build_p_soil_300,-0.13744248771041542
build_overhang_ht,build_p_otherpaved_200,-0.13840494593647326
build_p_otherpaved_200,build_overhang_ht,-0.13840494593647326
ID_Build,build_p_shrub_300,-0.13885297238003202
build_p_shrub_300,ID_Build,-0.13885297238003202
build_p_building_200,build_Mean_distroad,-0.13897789156653523
build_Mean_distroad,build_p_building_200,-0.13897789156653523
build_min_dist_shrub,build_p_soil_10,-0.13929603406104657
build_p_soil_10,build_min_dist_shrub,-0.13929603406104657
build_near_build,build_p_road_200,-0.13940763130978867
build_p_road_200,build_near_build,-0.13940763130978867
build_has_tree_overhang,parcel_Paved_P,-0.14056990927723217
parcel_Paved_P,build_has_tree_overhang,-0.14056990927723217
build_p_grass_200,parcel_area,-0.14066591794107836
parcel_area,build_p_grass_200,-0.14066591794107836
build_overhang_ht,build_p_grass_10,-0.1408540460204401
build_p_grass_10,build_overhang_ht,-0.1408540460204401
damage_binary,build_p_road_200,-0.14190879203467607
build_p_road_200,damage_binary,-0.14190879203467607
damage_binary,build_p_grass_200,-0.1422384238294731
build_p_grass_200,damage_binary,-0.1422384238294731
build_p_road_200,build_p_tree_10,-0.1427046218866349
build_p_tree_10,build_p_road_200,-0.1427046218866349
parcel_Build_P,parcel_area,-0.1428622091183256
parcel_area,parcel_Build_P,-0.1428622091183256
build_p_road_10,build_Mean_distall_road,-0.1429044812492641
build_Mean_distall_road,build_p_road_10,-0.1429044812492641
parcel_Can_P,build_p_soil_200,-0.14341904102277026
build_p_soil_200,parcel_Can_P,-0.14341904102277026
build_p_grass_300,parcel_area,-0.1439853021134239
parcel_area,build_p_grass_300,-0.1439853021134239
build_near_build,build_p_grass_10,-0.14436579675717717
build_p_grass_10,build_near_build,-0.14436579675717717
damage_binary,parcel_Paved_P,-0.1444638153205003
parcel_Paved_P,damage_binary,-0.1444638153205003
build_p_building_10,build_Mean_slope_30m_DEM,-0.14453226596686103
build_Mean_slope_30m_DEM,build_p_building_10,-0.14453226596686103
damage_severity,build_p_grass_200,-0.14516805997342852
build_p_grass_200,damage_severity,-0.14516805997342852
damage_binary,parcel_Grass_P,-0.14524048891353283
parcel_Grass_P,damage_binary,-0.14524048891353283
parcel_Can_P,build_p_grass_300,-0.1457804369934013
build_p_grass_300,parcel_Can_P,-0.1457804369934013
build_p_soil_10,build_p_tree_100,-0.14705373056350754
build_p_tree_100,build_p_soil_10,-0.14705373056350754
parcel_Can_P,build_near_dest,-0.1474074769537893
build_near_dest,parcel_Can_P,-0.1474074769537893
damage_severity,parcel_Paved_P,-0.1475357356784208
parcel_Paved_P,damage_severity,-0.1475357356784208
damage_severity,build_p_road_200,-0.1475559834537877
build_p_road_200,damage_severity,-0.1475559834537877
parcel_Can_P,build_p_soil_300,-0.14778154339385763
build_p_soil_300,parcel_Can_P,-0.14778154339385763
build_min_dist_shrub,build_Mean_elev_100m,-0.14809399341865276
build_Mean_elev_100m,build_min_dist_shrub,-0.14809399341865276
build_min_dist_shrub,build_Mean_elev_30m,-0.14847894402782463
build_Mean_elev_30m,build_min_dist_shrub,-0.14847894402782463
build_p_grass_200,build_Mean_elev_30m,-0.1486494738129198
build_Mean_elev_30m,build_p_grass_200,-0.1486494738129198
damage_severity,parcel_Grass_P,-0.14874957294962016
parcel_Grass_P,damage_severity,-0.14874957294962016
ID_Build,parcel_Shrub_P,-0.1490073199475319
parcel_Shrub_P,ID_Build,-0.1490073199475319
build_p_grass_300,build_Mean_distroad,-0.15036299849277152
build_Mean_distroad,build_p_grass_300,-0.15036299849277152
build_p_grass_200,build_Mean_elev_100m,-0.15089811474504333
build_Mean_elev_100m,build_p_grass_200,-0.15089811474504333
ID_Build,parcel_Can_P,-0.1509190508003665
parcel_Can_P,ID_Build,-0.1509190508003665
build_p_otherpaved_100,build_p_soil_300,-0.15093845040919093
build_p_soil_300,build_p_otherpaved_100,-0.15093845040919093
build_p_otherpaved_100,build_Mean_distroad,-0.15155125740059286
build_Mean_distroad,build_p_otherpaved_100,-0.15155125740059286
build_has_tree_overhang,build_p_soil_300,-0.15275091177339994
build_p_soil_300,build_has_tree_overhang,-0.15275091177339994
damage_binary,build_p_building_100,-0.1529156853004128
build_p_building_100,damage_binary,-0.1529156853004128
build_overhang_ht,parcel_Paved_P,-0.15358844345474473
parcel_Paved_P,build_overhang_ht,-0.15358844345474473
build_p_grass_10,build_Mean_distall_road,-0.15380481327394696
build_Mean_distall_road,build_p_grass_10,-0.15380481327394696
build_p_building_10,build_p_tree_300,-0.15444643192501922
build_p_tree_300,build_p_building_10,-0.15444643192501922
build_p_building_300,build_Mean_distroad,-0.15523102259580104
build_Mean_distroad,build_p_building_300,-0.15523102259580104
build_near_build,build_p_otherpaved_300,-0.15556978955634274
build_p_otherpaved_300,build_near_build,-0.15556978955634274
build_min_dist_shrub,build_Mean_distroad,-0.15625113454779638
build_Mean_distroad,build_min_dist_shrub,-0.15625113454779638
build_Mean_builddens,build_Mean_distroad,-0.15627314895862643
build_Mean_distroad,build_Mean_builddens,-0.15627314895862643
parcel_Shrub_P,build_p_otherpaved_200,-0.15661171889161268
build_p_otherpaved_200,parcel_Shrub_P,-0.15661171889161268
parcel_Grass_P,parcel_area,-0.15665186287073585
parcel_area,parcel_Grass_P,-0.15665186287073585
build_p_grass_300,build_p_tree_100,-0.15690018588788487
build_p_tree_100,build_p_grass_300,-0.15690018588788487
damage_severity,build_p_building_100,-0.1573756505302493
build_p_building_100,damage_severity,-0.1573756505302493
build_near_build,build_p_road_300,-0.15748718446056187
build_p_road_300,build_near_build,-0.15748718446056187
damage_binary,build_p_grass_300,-0.15823901806827875
build_p_grass_300,damage_binary,-0.15823901806827875
parcel_Road_P,build_Mean_distall_road,-0.1582659475750841
build_Mean_distall_road,parcel_Road_P,-0.1582659475750841
build_overhang_ht,build_p_building_10,-0.15886106466241665
build_p_building_10,build_overhang_ht,-0.15886106466241665
parcel_year_built,build_perc_overhang,-0.1592447162225207
build_perc_overhang,parcel_year_built,-0.1592447162225207
build_p_grass_300,build_Mean_elev_30m,-0.1596657390524071
build_Mean_elev_30m,build_p_grass_300,-0.1596657390524071
damage_binary,build_p_road_300,-0.15974527112280223
build_p_road_300,damage_binary,-0.15974527112280223
build_p_building_100,build_p_tree_10,-0.16028019733184595
build_p_tree_10,build_p_building_100,-0.16028019733184595
parcel_Can_P,build_p_building_10,-0.160441614223402
build_p_building_10,parcel_Can_P,-0.160441614223402
build_p_grass_300,build_Mean_elev_100m,-0.1612751478485405
build_Mean_elev_100m,build_p_grass_300,-0.1612751478485405
build_perc_overhang,build_p_road_300,-0.1613626411792078
build_p_road_300,build_perc_overhang,-0.1613626411792078
damage_binary,build_p_otherpaved_200,-0.16137098464717675
build_p_otherpaved_200,damage_binary,-0.16137098464717675
build_p_road_200,build_Mean_distroad,-0.16169141990512548
build_Mean_distroad,build_p_road_200,-0.16169141990512548
build_perc_overhang,build_p_road_100,-0.16222625151469594
build_p_road_100,build_perc_overhang,-0.16222625151469594
build_perc_overhang,build_p_soil_10,-0.16253233702527084
build_p_soil_10,build_perc_overhang,-0.16253233702527084
build_overhang_ht,build_p_soil_300,-0.1627282487742151
build_p_soil_300,build_overhang_ht,-0.1627282487742151
damage_severity,build_p_grass_300,-0.1627518200420458
build_p_grass_300,damage_severity,-0.1627518200420458
build_p_soil_200,build_p_tree_10,-0.16291710259754236
build_p_tree_10,build_p_soil_200,-0.16291710259754236
build_near_build,build_p_grass_100,-0.16313532150336663
build_p_grass_100,build_near_build,-0.16313532150336663
damage_severity,build_p_otherpaved_200,-0.16319817629519875
build_p_otherpaved_200,damage_severity,-0.16319817629519875
parcel_Soil_P,build_p_tree_10,-0.16435285589143026
build_p_tree_10,parcel_Soil_P,-0.16435285589143026
build_p_grass_300,build_p_tree_300,-0.16462764675848301
build_p_tree_300,build_p_grass_300,-0.16462764675848301
build_p_grass_10,build_p_otherpaved_10,-0.16473345723368826
build_p_otherpaved_10,build_p_grass_10,-0.16473345723368826
build_perc_overhang,build_p_building_10,-0.165616584956827
build_p_building_10,build_perc_overhang,-0.165616584956827
parcel_Paved_P,build_p_shrub_200,-0.16589598812951048
build_p_shrub_200,parcel_Paved_P,-0.16589598812951048
damage_severity,build_p_road_300,-0.16600340077975345
build_p_road_300,damage_severity,-0.16600340077975345
build_p_grass_300,build_p_tree_200,-0.16639248651668725
build_p_tree_200,build_p_grass_300,-0.16639248651668725
build_p_road_100,build_p_shrub_100,-0.16682804383027505
build_p_shrub_100,build_p_road_100,-0.16682804383027505
build_perc_overhang,build_p_road_200,-0.16694141352506403
build_p_road_200,build_perc_overhang,-0.16694141352506403
build_min_dist_tree,parcel_Can_P,-0.16787947641299014
parcel_Can_P,build_min_dist_tree,-0.16787947641299014
build_near_dest,build_p_tree_100,-0.1681961115713719
build_p_tree_100,build_near_dest,-0.1681961115713719
build_p_grass_10,build_p_shrub_100,-0.1685514462014161
build_p_shrub_100,build_p_grass_10,-0.1685514462014161
build_p_building_200,build_p_tree_10,-0.1689292476141182
build_p_tree_10,build_p_building_200,-0.1689292476141182
build_p_grass_10,build_Mean_slope_30m_DEM,-0.16988352054286285
build_Mean_slope_30m_DEM,build_p_grass_10,-0.16988352054286285
build_p_building_300,build_p_tree_10,-0.17010138393094276
build_p_tree_10,build_p_building_300,-0.17010138393094276
parcel_Can_P,build_p_grass_200,-0.17011698414906268
build_p_grass_200,parcel_Can_P,-0.17011698414906268
build_near_dest,build_p_tree_200,-0.17035616254480662
build_p_tree_200,build_near_dest,-0.17035616254480662
build_has_tree_overhang,build_p_soil_200,-0.1722571549281026
build_p_soil_200,build_has_tree_overhang,-0.1722571549281026
parcel_Soil_P,build_p_otherpaved_200,-0.17253308180312926
build_p_otherpaved_200,parcel_Soil_P,-0.17253308180312926
build_near_build,parcel_Grass_P,-0.17279567884240563
parcel_Grass_P,build_near_build,-0.17279567884240563
build_overhang_ht,parcel_Soil_P,-0.17374692593558713
parcel_Soil_P,build_overhang_ht,-0.17374692593558713
build_perc_overhang,parcel_Paved_P,-0.17413035408265595
parcel_Paved_P,build_perc_overhang,-0.17413035408265595
build_perc_overhang,build_p_grass_300,-0.17453799076059626
build_p_grass_300,build_perc_overhang,-0.17453799076059626
build_area,build_perc_overhang,-0.17514905774133457
build_perc_overhang,build_area,-0.17514905774133457
damage_binary,build_p_otherpaved_300,-0.17573532360844987
build_p_otherpaved_300,damage_binary,-0.17573532360844987
build_p_road_200,build_p_soil_10,-0.17607052457032593
build_p_soil_10,build_p_road_200,-0.17607052457032593
damage_binary,build_p_building_200,-0.1765623797401794
build_p_building_200,damage_binary,-0.1765623797401794
parcel_Can_P,build_Mean_builddens,-0.17678263761529964
build_Mean_builddens,parcel_Can_P,-0.17678263761529964
build_near_dest,build_p_tree_300,-0.17696906920969502
build_p_tree_300,build_near_dest,-0.17696906920969502
build_p_road_100,build_p_soil_10,-0.1771944907944017
build_p_soil_10,build_p_road_100,-0.1771944907944017
build_p_tree_100,build_Mean_builddens,-0.1774815966070823
build_Mean_builddens,build_p_tree_100,-0.1774815966070823
damage_severity,build_p_otherpaved_300,-0.17879031961473166
build_p_otherpaved_300,damage_severity,-0.17879031961473166
ID_Build,parcel_Road_P,-0.17910951503621186
parcel_Road_P,ID_Build,-0.17910951503621186
build_p_tree_200,build_Mean_builddens,-0.17921719620844845
build_Mean_builddens,build_p_tree_200,-0.17921719620844845
parcel_Build_P,build_p_tree_10,-0.17954514076445216
build_p_tree_10,parcel_Build_P,-0.17954514076445216
build_has_tree_overhang,parcel_Soil_P,-0.17961862981207238
parcel_Soil_P,build_has_tree_overhang,-0.17961862981207238
build_perc_overhang,build_p_building_200,-0.1810622092087146
build_p_building_200,build_perc_overhang,-0.1810622092087146
ID_Build,build_p_tree_100,-0.18108830545817445
build_p_tree_100,ID_Build,-0.18108830545817445
damage_severity,build_p_building_200,-0.1815954789310849
build_p_building_200,damage_severity,-0.1815954789310849
build_has_tree_overhang,build_p_otherpaved_100,-0.1818321754945129
build_p_otherpaved_100,build_has_tree_overhang,-0.1818321754945129
build_p_road_200,build_p_shrub_100,-0.18223453879201884
build_p_shrub_100,build_p_road_200,-0.18223453879201884
build_p_building_10,build_p_tree_200,-0.1826727399837682
build_p_tree_200,build_p_building_10,-0.1826727399837682
build_p_soil_100,build_p_tree_300,-0.18293117185671842
build_p_tree_300,build_p_soil_100,-0.18293117185671842
build_p_grass_200,build_p_tree_300,-0.1829481432466482
build_p_tree_300,build_p_grass_200,-0.1829481432466482
damage_binary,build_p_building_300,-0.1832328399386059
build_p_building_300,damage_binary,-0.1832328399386059
build_overhang_ht,build_p_otherpaved_100,-0.1833216256284333
build_p_otherpaved_100,build_overhang_ht,-0.1833216256284333
build_overhang_ht,build_p_soil_200,-0.18352942288624488
build_p_soil_200,build_overhang_ht,-0.18352942288624488
build_p_grass_200,build_p_tree_100,-0.18413504984184942
build_p_tree_100,build_p_grass_200,-0.18413504984184942
build_has_tree_overhang,build_p_building_10,-0.18416502020701978
build_p_building_10,build_has_tree_overhang,-0.18416502020701978
parcel_Paved_P,build_Mean_distroad,-0.1846593669331915
build_Mean_distroad,parcel_Paved_P,-0.1846593669331915
ID_Build,build_p_tree_200,-0.18503486448560919
build_p_tree_200,ID_Build,-0.18503486448560919
build_p_tree_300,build_Mean_builddens,-0.1853003551296229
build_Mean_builddens,build_p_tree_300,-0.1853003551296229
build_near_dest,build_Mean_slope_30m_DEM,-0.1856465351450065
build_Mean_slope_30m_DEM,build_near_dest,-0.1856465351450065
build_p_otherpaved_200,build_p_shrub_100,-0.18596781251605093
build_p_shrub_100,build_p_otherpaved_200,-0.18596781251605093
build_p_soil_300,build_p_tree_100,-0.18630232895566443
build_p_tree_100,build_p_soil_300,-0.18630232895566443
build_p_grass_10,build_p_tree_100,-0.18701449371371295
build_p_tree_100,build_p_grass_10,-0.18701449371371295
build_p_road_300,build_p_shrub_100,-0.18752111372467337
build_p_shrub_100,build_p_road_300,-0.18752111372467337
ID_Build,build_p_tree_300,-0.18781226085700797
build_p_tree_300,ID_Build,-0.18781226085700797
build_p_grass_100,build_p_tree_10,-0.18789130627664397
build_p_tree_10,build_p_grass_100,-0.18789130627664397
damage_severity,build_p_building_300,-0.18813447660679714
build_p_building_300,damage_severity,-0.18813447660679714
build_perc_overhang,build_p_grass_200,-0.18957451581932333
build_p_grass_200,build_perc_overhang,-0.18957451581932333
build_p_road_300,build_p_soil_10,-0.19085179887078652
build_p_soil_10,build_p_road_300,-0.19085179887078652
build_p_grass_10,build_p_tree_300,-0.19120241513293115
build_p_tree_300,build_p_grass_10,-0.19120241513293115
parcel_Paved_P,build_p_shrub_300,-0.19206862553417173
build_p_shrub_300,parcel_Paved_P,-0.19206862553417173
build_p_otherpaved_100,build_p_soil_200,-0.19216650882086045
build_p_soil_200,build_p_otherpaved_100,-0.19216650882086045
build_p_grass_10,build_p_tree_200,-0.19234461627392543
build_p_tree_200,build_p_grass_10,-0.19234461627392543
parcel_Grass_P,build_p_tree_300,-0.19283400620542127
build_p_tree_300,parcel_Grass_P,-0.19283400620542127
build_perc_overhang,build_p_otherpaved_300,-0.1933075234270063
build_p_otherpaved_300,build_perc_overhang,-0.1933075234270063
parcel_Soil_P,build_p_tree_100,-0.19370202538239703
build_p_tree_100,parcel_Soil_P,-0.19370202538239703
build_perc_overhang,build_p_building_300,-0.1941393699202636
build_p_building_300,build_perc_overhang,-0.1941393699202636
parcel_Grass_P,build_p_tree_10,-0.19433528998593527
build_p_tree_10,parcel_Grass_P,-0.19433528998593527
build_min_dist_tree,build_p_tree_300,-0.19464929057806363
build_p_tree_300,build_min_dist_tree,-0.19464929057806363
ID_Build,damage_binary,-0.19489840862891764
damage_binary,ID_Build,-0.19489840862891764
build_p_grass_200,build_p_tree_200,-0.19540861794882824
build_p_tree_200,build_p_grass_200,-0.19540861794882824
parcel_Can_P,build_p_road_100,-0.19616914056014767
build_p_road_100,parcel_Can_P,-0.19616914056014767
build_p_grass_10,build_p_shrub_200,-0.19690175963287546
build_p_shrub_200,build_p_grass_10,-0.19690175963287546
damage_binary,parcel_Build_P,-0.19806902336529747
parcel_Build_P,damage_binary,-0.19806902336529747
build_near_build,build_Mean_builddens,-0.19807655120188888
build_Mean_builddens,build_near_build,-0.19807655120188888
build_perc_overhang,build_p_otherpaved_200,-0.19841169708862738
build_p_otherpaved_200,build_perc_overhang,-0.19841169708862738
parcel_Grass_P,build_p_tree_200,-0.20020212181978972
build_p_tree_200,parcel_Grass_P,-0.20020212181978972
build_p_otherpaved_200,build_Mean_distroad,-0.20099843074482468
build_Mean_distroad,build_p_otherpaved_200,-0.20099843074482468
ID_Build,damage_severity,-0.20222834167128778
damage_severity,ID_Build,-0.20222834167128778
parcel_Soil_P,build_p_tree_300,-0.20305683381969555
build_p_tree_300,parcel_Soil_P,-0.20305683381969555
build_p_grass_10,build_p_shrub_300,-0.20310153952888294
build_p_shrub_300,build_p_grass_10,-0.20310153952888294
damage_severity,parcel_Build_P,-0.20414014831541488
parcel_Build_P,damage_severity,-0.20414014831541488
parcel_Grass_P,build_p_tree_100,-0.20417474770494734
build_p_tree_100,parcel_Grass_P,-0.20417474770494734
build_p_road_100,build_p_shrub_200,-0.20436103258140306
build_p_shrub_200,build_p_road_100,-0.20436103258140306
parcel_Can_P,build_p_grass_10,-0.20509089204746633
build_p_grass_10,parcel_Can_P,-0.20509089204746633
build_p_shrub_100,build_Mean_builddens,-0.20534817684072618
build_Mean_builddens,build_p_shrub_100,-0.20534817684072618
parcel_Shrub_P,build_p_road_100,-0.20594048909123513
build_p_road_100,parcel_Shrub_P,-0.20594048909123513
parcel_Can_P,build_p_road_200,-0.20770492971658774
build_p_road_200,parcel_Can_P,-0.20770492971658774
parcel_Soil_P,build_p_tree_200,-0.2085627968989355
build_p_tree_200,parcel_Soil_P,-0.2085627968989355
build_p_otherpaved_300,build_p_shrub_100,-0.2090156639768908
build_p_shrub_100,build_p_otherpaved_300,-0.2090156639768908
build_perc_overhang,parcel_Grass_P,-0.20908230334585748
parcel_Grass_P,build_perc_overhang,-0.20908230334585748
build_p_soil_100,build_p_tree_10,-0.2099505775331982
build_p_tree_10,build_p_soil_100,-0.2099505775331982
build_p_grass_100,build_p_tree_300,-0.20997275628330378
build_p_tree_300,build_p_grass_100,-0.20997275628330378
build_near_build,build_p_grass_200,-0.21135667426903226
build_p_grass_200,build_near_build,-0.21135667426903226
build_p_grass_100,build_Mean_slope_30m_DEM,-0.21194677162928793
build_Mean_slope_30m_DEM,build_p_grass_100,-0.21194677162928793
ID_Build,parcel_Soil_P,-0.2124024666715397
parcel_Soil_P,ID_Build,-0.2124024666715397
build_has_tree_overhang,build_p_soil_100,-0.21259501295945535
build_p_soil_100,build_has_tree_overhang,-0.21259501295945535
build_p_road_300,build_Mean_distroad,-0.21261716791859914
build_Mean_distroad,build_p_road_300,-0.21261716791859914
parcel_Can_P,build_p_road_300,-0.2132839809827481
build_p_road_300,parcel_Can_P,-0.2132839809827481
parcel_Shrub_P,build_p_otherpaved_300,-0.21424337258876403
build_p_otherpaved_300,parcel_Shrub_P,-0.21424337258876403
build_p_soil_10,build_Mean_builddens,-0.21629699033363414
build_Mean_builddens,build_p_soil_10,-0.21629699033363414
parcel_Can_P,build_p_grass_100,-0.21700771888313666
build_p_grass_100,parcel_Can_P,-0.21700771888313666
build_perc_overhang,build_p_otherpaved_100,-0.21763119666145475
build_p_otherpaved_100,build_perc_overhang,-0.21763119666145475
parcel_Paved_P,build_p_soil_300,-0.2195825236777966
build_p_soil_300,parcel_Paved_P,-0.2195825236777966
build_p_otherpaved_200,build_p_shrub_200,-0.22118399758676682
build_p_shrub_200,build_p_otherpaved_200,-0.22118399758676682
build_p_road_100,build_p_tree_300,-0.22155725249848157
build_p_tree_300,build_p_road_100,-0.22155725249848157
build_min_dist_tree,build_p_tree_200,-0.2219887911649199
build_p_tree_200,build_min_dist_tree,-0.2219887911649199
build_p_soil_200,build_p_tree_100,-0.222528422967224
build_p_tree_100,build_p_soil_200,-0.222528422967224
build_p_grass_100,build_p_tree_200,-0.2225733825794873
build_p_tree_200,build_p_grass_100,-0.2225733825794873
parcel_Soil_P,build_p_otherpaved_300,-0.2229926117354061
build_p_otherpaved_300,parcel_Soil_P,-0.2229926117354061
build_overhang_ht,build_p_soil_100,-0.22468198722725566
build_p_soil_100,build_overhang_ht,-0.22468198722725566
build_p_road_100,build_p_shrub_300,-0.2271414744494243
build_p_shrub_300,build_p_road_100,-0.2271414744494243
build_near_build,build_p_grass_300,-0.22745692197412007
build_p_grass_300,build_near_build,-0.22745692197412007
build_p_building_10,build_p_tree_100,-0.22851283876079992
build_p_tree_100,build_p_building_10,-0.22851283876079992
build_p_otherpaved_300,build_p_soil_10,-0.2293628713251587
build_p_soil_10,build_p_otherpaved_300,-0.2293628713251587
build_p_otherpaved_200,build_p_soil_10,-0.23036810318789253
build_p_soil_10,build_p_otherpaved_200,-0.23036810318789253
build_p_otherpaved_300,build_Mean_distroad,-0.2323825402990963
build_Mean_distroad,build_p_otherpaved_300,-0.2323825402990963
parcel_Shrub_P,build_p_road_200,-0.23320084520285664
build_p_road_200,parcel_Shrub_P,-0.23320084520285664
build_p_soil_100,build_p_tree_200,-0.23337700552574106
build_p_tree_200,build_p_soil_100,-0.23337700552574106
build_perc_overhang,build_p_grass_100,-0.23350769630021903
build_p_grass_100,build_perc_overhang,-0.23350769630021903
parcel_Shrub_P,build_p_grass_10,-0.2353511556085083
build_p_grass_10,parcel_Shrub_P,-0.2353511556085083
build_p_road_300,build_p_tree_100,-0.23550267156819038
build_p_tree_100,build_p_road_300,-0.23550267156819038
parcel_Build_P,build_p_shrub_100,-0.23586692893721678
build_p_shrub_100,parcel_Build_P,-0.23586692893721678
build_p_building_100,build_Mean_distall_road,-0.2358699917100101
build_Mean_distall_road,build_p_building_100,-0.2358699917100101
build_p_otherpaved_200,build_p_shrub_300,-0.23639070910546586
build_p_shrub_300,build_p_otherpaved_200,-0.23639070910546586
build_p_grass_100,build_p_tree_100,-0.2380753399721389
build_p_tree_100,build_p_grass_100,-0.2380753399721389
build_p_road_100,build_p_tree_200,-0.23808839257688055
build_p_tree_200,build_p_road_100,-0.23808839257688055
parcel_Paved_P,build_p_soil_200,-0.23831393730152559
build_p_soil_200,parcel_Paved_P,-0.23831393730152559
build_p_road_200,build_p_tree_100,-0.2384540882149095
build_p_tree_100,build_p_road_200,-0.2384540882149095
parcel_Paved_P,build_p_soil_10,-0.23861621773067693
build_p_soil_10,parcel_Paved_P,-0.23861621773067693
build_p_otherpaved_300,build_p_tree_10,-0.23993030957317496
build_p_tree_10,build_p_otherpaved_300,-0.23993030957317496
build_p_grass_100,build_p_shrub_100,-0.24000577051424016
build_p_shrub_100,build_p_grass_100,-0.24000577051424016
build_perc_overhang,parcel_Build_P,-0.24062020729164907
parcel_Build_P,build_perc_overhang,-0.24062020729164907
build_near_build,parcel_Build_P,-0.2412798398149452
parcel_Build_P,build_near_build,-0.2412798398149452
damage_binary,build_near_dest,-0.24259630596693046
build_near_dest,damage_binary,-0.24259630596693046
ID_Build,build_p_soil_100,-0.24263771966597722
build_p_soil_100,ID_Build,-0.24263771966597722
build_min_dist_tree,build_overhang_ht,-0.24302626058142118
build_overhang_ht,build_min_dist_tree,-0.24302626058142118
build_p_otherpaved_100,build_p_soil_10,-0.2434695251059256
build_p_soil_10,build_p_otherpaved_100,-0.2434695251059256
build_p_road_100,build_p_tree_100,-0.24394897242973082
build_p_tree_100,build_p_road_100,-0.24394897242973082
build_has_tree_overhang,build_p_soil_10,-0.24548241133878773
build_p_soil_10,build_has_tree_overhang,-0.24548241133878773
ID_Build,build_p_soil_300,-0.24637932205083354
build_p_soil_300,ID_Build,-0.24637932205083354
parcel_Build_P,build_p_soil_10,-0.24678616382029037
build_p_soil_10,parcel_Build_P,-0.24678616382029037
build_p_building_100,build_p_soil_10,-0.24724087065158734
build_p_soil_10,build_p_building_100,-0.24724087065158734
parcel_Grass_P,build_p_shrub_100,-0.24777197324448352
build_p_shrub_100,parcel_Grass_P,-0.24777197324448352
ID_Build,build_Mean_slope_30m_DEM,-0.24786613535601823
build_Mean_slope_30m_DEM,ID_Build,-0.24786613535601823
build_p_otherpaved_100,build_p_soil_100,-0.24798648972308698
build_p_soil_100,build_p_otherpaved_100,-0.24798648972308698
build_p_building_100,build_p_shrub_100,-0.2481207477532429
build_p_shrub_100,build_p_building_100,-0.2481207477532429
build_p_road_200,build_p_shrub_200,-0.24974122918058897
build_p_shrub_200,build_p_road_200,-0.24974122918058897
damage_severity,build_near_dest,-0.2509321594214109
build_near_dest,damage_severity,-0.2509321594214109
parcel_Soil_P,build_p_road_100,-0.251851435618778
build_p_road_100,parcel_Soil_P,-0.251851435618778
build_p_road_200,build_p_tree_300,-0.2531026844612417
build_p_tree_300,build_p_road_200,-0.2531026844612417
parcel_Paved_P,build_p_soil_100,-0.25418535593568065
build_p_soil_100,parcel_Paved_P,-0.25418535593568065
